index,critical_temp
723,7
724,63
725,39
726,85
727,73
728,82
729,18
730,14
731,4
732,76
733,38
734,32
735,2
736,4
737,82
738,37
739,113
740,17
741,69
742,6
743,6
744,81
745,12
746,3
747,2
748,28
749,3
750,12
751,72
752,16
753,5
754,3
755,72
756,39
757,0
758,5
759,78
760,8
761,6
762,69
763,12
764,1
765,6
766,6
767,120
768,91
769,5
770,3
771,75
772,0
773,2
774,9
775,67
776,49
777,11
778,70
779,7
780,7
781,3
782,61
783,17
784,9
785,76
786,15
787,8
788,25
789,57
790,76
791,1
792,80
793,89
794,2
795,4
796,43
797,13
798,36
799,114
800,3
801,1
802,58
803,10
804,83
805,10
806,17
807,6
808,58
809,10
810,5
811,2
812,77
813,15
814,5
815,69
816,19
817,2
818,4
819,62
820,35
821,27
822,77
823,18
824,3
825,30
826,85
827,8
828,2
829,47
830,3
831,5
832,39
833,122
834,16
835,1
836,64
837,1
838,89
839,93
840,66
841,5
842,15
843,85
844,6
845,12
846,27
847,34
848,38
849,42
850,3
851,2
852,83
853,1
854,8
855,82
856,126
857,85
858,4
859,71
860,83
861,91
862,12
863,8
864,1
865,54
866,24
867,54
868,26
869,24
870,66
871,3
872,51
873,15
874,6
875,119
876,1
877,3
878,10
879,0
880,75
881,0
882,9
883,26
884,13
885,65
886,14
887,2
888,41
889,76
890,15
891,2
892,1
893,100
894,80
895,15
896,43
897,75
898,52
899,23
900,51
901,25
902,21
903,107
904,2
905,20
906,5
907,63
908,14
909,31
910,48
911,4
912,4
913,27
914,71
915,10
916,19
917,39
918,12
919,79
920,3
921,53
922,78
923,12
924,5
925,15
926,22
927,40
928,4
929,3
930,6
931,12
932,70
933,90
934,78
935,72
936,12
937,38
938,25
939,19
940,31
941,0
942,77
943,8
944,44
945,68
946,16
947,4
948,4
949,1
950,86
951,8
952,5
953,75
954,6
955,26
956,79
957,79
958,11
959,12
960,2
961,24
962,68
963,73
964,119
965,74
966,49
967,36
968,30
969,10
970,5
971,52
972,22
973,15
974,8
975,14
976,28
977,14
978,2
979,22
980,19
981,75
982,21
983,22
984,42
985,11
986,120
987,6
988,88
989,11
990,8
991,31
992,14
993,81
994,22
995,32
996,25
997,119
998,1
999,9
1000,14
1001,77
1002,36
1003,85
1004,39
1005,4
1006,14
1007,90
1008,1
1009,2
1010,29
1011,13
1012,66
1013,77
1014,2
1015,15
1016,28
1017,48
1018,9
1019,2
1020,76
1021,70
1022,90
1023,30
1024,78
1025,19
1026,70
1027,20
1028,35
1029,34
1030,52
1031,12
1032,56
1033,85
1034,30
1035,104
1036,82
1037,25
1038,53
1039,86
1040,4
1041,2
1042,75
1043,5
1044,9
1045,48
1046,10
1047,15
1048,83
1049,114
1050,4
1051,33
1052,2
1053,23
1054,50
1055,49
1056,10
1057,28
1058,29
1059,2
1060,77
1061,66
1062,5
1063,25
1064,87
1065,76
1066,5
1067,15
1068,2
1069,35
1070,12
1071,7
1072,0
1073,17
1074,38
1075,6
1076,88
1077,85
1078,8
1079,4
1080,27
1081,23
1082,16
1083,2
1084,12
1085,7
1086,5
1087,70
1088,3
1089,30
1090,68
1091,10
1092,25
1093,4
1094,6
1095,13
1096,21
1097,12
1098,8
1099,2
1100,6
1101,15
1102,82
1103,7
1104,32
1105,27
1106,60
1107,40
1108,69
1109,3
1110,6
1111,25
1112,121
1113,5
1114,78
1115,66
1116,78
1117,1
1118,1
1119,2
1120,13
1121,61
1122,3
1123,14
1124,5
1125,78
1126,78
1127,4
1128,5
1129,3
1130,6
1131,12
1132,74
1133,27
1134,6
1135,81
1136,5
1137,8
1138,45
1139,41
1140,4
1141,82
1142,5
1143,87
1144,2
1145,78
1146,42
1147,84
1148,4
1149,1
1150,29
1151,71
1152,72
1153,15
1154,11
1155,3
1156,95
1157,3
1158,82
1159,12
1160,78
1161,4
1162,15
1163,50
1164,2
1165,4
1166,4
1167,9
1168,10
1169,32
1170,92
1171,13
1172,2
1173,91
1174,33
1175,3
1176,83
1177,10
1178,12
1179,9
1180,7
1181,0
1182,2
1183,5
1184,7
1185,67
1186,69
1187,0
1188,22
1189,82
1190,4
1191,13
1192,0
1193,11
1194,104
1195,16
1196,127
1197,8
1198,5
1199,73
1200,87
1201,102
1202,4
1203,5
1204,5
1205,4
1206,0
1207,3
1208,75
1209,6
1210,1
1211,2
1212,78
1213,5
1214,8
1215,4
1216,1
1217,66
1218,76
1219,12
1220,4
1221,91
1222,2
1223,2
1224,27
1225,30
1226,25
1227,6
1228,8
1229,91
1230,57
1231,33
1232,10
1233,5
1234,8
1235,74
1236,29
1237,17
1238,25
1239,1
1240,16
1241,79
1242,91
1243,4
1244,4
1245,6
1246,16
1247,11
1248,79
1249,16
1250,2
1251,3
1252,3
1253,37
1254,14
1255,84
1256,3
1257,18
1258,8
1259,15
1260,2
1261,76
1262,62
1263,6
1264,15
1265,70
1266,0
1267,78
1268,26
1269,10
1270,35
1271,4
1272,10
1273,76
1274,67
1275,73
1276,2
1277,87
1278,33
1279,19
1280,40
1281,6
1282,4
1283,3
1284,76
1285,71
1286,69
1287,13
1288,7
1289,2
1290,15
1291,5
1292,1
1293,45
1294,84
1295,73
1296,1
1297,13
1298,9
1299,72
1300,2
1301,3
1302,28
1303,16
1304,79
1305,0
1306,37
1307,25
1308,2
1309,24
1310,58
1311,41
1312,15
1313,1
1314,0
1315,112
1316,129
1317,1
1318,58
1319,4
1320,9
1321,19
1322,14
1323,7
1324,5
1325,0
1326,55
1327,59
1328,36
1329,35
1330,112
1331,20
1332,4
1333,6
1334,48
1335,3
1336,9
1337,82
1338,20
1339,59
1340,83
1341,19
1342,11
1343,9
1344,32
1345,0
1346,13
1347,1
1348,50
1349,4
1350,106
1351,78
1352,75
1353,88
1354,5
1355,1
1356,1
1357,6
1358,14
1359,87
1360,106
1361,1
1362,15
1363,46
1364,2
1365,25
1366,30
1367,4
1368,32
1369,4
1370,5
1371,42
1372,92
1373,108
1374,91
1375,111
1376,23
1377,10
1378,14
1379,10
1380,0
1381,13
1382,119
1383,109
1384,1
1385,3
1386,4
1387,64
1388,56
1389,1
1390,82
1391,13
1392,14
1393,14
1394,35
1395,8
1396,27
1397,91
1398,0
1399,85
1400,4
1401,15
1402,15
1403,68
1404,37
1405,90
1406,6
1407,17
1408,0
1409,5
1410,2
1411,3
1412,11
1413,65
1414,76
1415,78
1416,19
1417,9
1418,7
1419,3
1420,4
1421,13
1422,5
1423,20
1424,4
1425,5
1426,2
1427,13
1428,10
1429,88
1430,3
1431,60
1432,85
1433,34
1434,32
1435,34
1436,68
1437,24
1438,5
1439,31
1440,6
1441,29
1442,6
1443,72
1444,3
1445,73
1446,62
1447,63
1448,69
1449,52
1450,2
1451,5
1452,0
1453,80
1454,79
1455,9
1456,37
1457,32
1458,16
1459,69
1460,91
1461,1
1462,2
1463,6
1464,30
1465,6
1466,19
1467,5
1468,2
1469,70
1470,7
1471,87
1472,1
1473,9
1474,1
1475,1
1476,86
1477,88
1478,25
1479,5
1480,53
1481,46
1482,50
1483,78
1484,20
1485,6
1486,2
1487,59
1488,0
1489,14
1490,75
1491,3
1492,42
1493,2
1494,1
1495,120
1496,9
1497,79
1498,14
1499,90
1500,43
1501,8
1502,1
1503,14
1504,91
1505,35
1506,0
1507,86
1508,76
1509,94
1510,22
1511,82
1512,32
1513,11
1514,0
1515,48
1516,7
1517,46
1518,88
1519,87
1520,63
1521,1
1522,35
1523,14
1524,23
1525,117
1526,3
1527,5
1528,82
1529,57
1530,7
1531,59
1532,76
1533,75
1534,3
1535,79
1536,61
1537,13
1538,76
1539,3
1540,8
1541,39
1542,0
1543,4
1544,3
1545,4
1546,26
1547,70
1548,48
1549,2
1550,29
1551,32
1552,13
1553,4
1554,35
1555,26
1556,15
1557,35
1558,5
1559,8
1560,40
1561,112
1562,60
1563,16
1564,22
1565,27
1566,10
1567,1
1568,28
1569,7
1570,6
1571,68
1572,38
1573,41
1574,69
1575,14
1576,32
1577,3
1578,11
1579,3
1580,7
1581,87
1582,22
1583,85
1584,28
1585,72
1586,39
1587,13
1588,2
1589,100
1590,2
1591,0
1592,28
1593,32
1594,3
1595,23
1596,13
1597,83
1598,60
1599,10
1600,63
1601,89
1602,15
1603,62
1604,82
1605,4
1606,41
1607,63
1608,6
1609,77
1610,92
1611,58
1612,58
1613,87
1614,59
1615,85
1616,3
1617,82
1618,5
1619,32
1620,23
1621,13
1622,3
1623,3
1624,17
1625,2
1626,109
1627,11
1628,38
1629,7
1630,2
1631,21
1632,2
1633,95
1634,96
1635,61
1636,88
1637,5
1638,1
1639,60
1640,4
1641,0
1642,27
1643,62
1644,6
1645,2
1646,2
1647,13
1648,30
1649,21
1650,3
1651,25
1652,58
1653,3
1654,20
1655,78
1656,40
1657,75
1658,58
1659,43
1660,11
1661,93
1662,9
1663,4
1664,78
1665,2
1666,76
1667,7
1668,87
1669,73
1670,83
1671,4
1672,12
1673,76
1674,64
1675,11
1676,71
1677,15
1678,26
1679,20
1680,2
1681,4
1682,22
1683,68
1684,67
1685,3
1686,2
1687,73
1688,39
1689,15
1690,4
1691,27
1692,121
1693,78
1694,88
1695,73
1696,1
1697,8
1698,1
1699,2
1700,39
1701,27
1702,48
1703,1
1704,13
1705,86
1706,18
1707,77
1708,69
1709,2
1710,39
1711,82
1712,35
1713,17
1714,29
1715,13
1716,6
1717,2
1718,50
1719,83
1720,16
1721,25
1722,37
1723,4
1724,7
1725,78
1726,9
1727,5
1728,39
1729,104
1730,1
1731,127
1732,111
1733,3
1734,0
1735,97
1736,2
1737,23
1738,31
1739,25
1740,13
1741,65
1742,1
1743,65
1744,43
1745,2
1746,2
1747,125
1748,10
1749,82
1750,27
1751,29
1752,3
1753,106
1754,1
1755,19
1756,8
1757,8
1758,23
1759,44
1760,1
1761,103
1762,26
1763,6
1764,14
1765,81
1766,5
1767,116
1768,121
1769,4
1770,46
1771,48
1772,77
1773,18
1774,86
1775,0
1776,35
1777,9
1778,47
1779,8
1780,19
1781,35
1782,2
1783,5
1784,2
1785,1
1786,6
1787,8
1788,13
1789,11
1790,73
1791,34
1792,36
1793,91
1794,78
1795,76
1796,1
1797,74
1798,49
1799,31
1800,4
1801,52
1802,45
1803,39
1804,93
1805,2
1806,92
1807,83
1808,4
1809,9
1810,62
1811,21
1812,17
1813,53
1814,30
1815,125
1816,93
1817,88
1818,18
1819,14
1820,2
1821,22
1822,7
1823,18
1824,8
1825,111
1826,19
1827,71
1828,60
1829,0
1830,57
1831,4
1832,3
1833,13
1834,10
1835,5
1836,26
1837,28
1838,4
1839,4
1840,68
1841,1
1842,3
1843,22
1844,47
1845,56
1846,5
1847,8
1848,119
1849,9
1850,82
1851,88
1852,71
1853,31
1854,9
1855,33
1856,10
1857,35
1858,42
1859,106
1860,3
1861,48
1862,73
1863,17
1864,32
1865,3
1866,32
1867,32
1868,21
1869,73
1870,16
1871,17
1872,35
1873,1
1874,5
1875,2
1876,7
1877,16
1878,89
1879,7
1880,44
1881,7
1882,39
1883,89
1884,14
1885,10
1886,8
1887,6
1888,13
1889,9
1890,2
1891,76
1892,75
1893,2
1894,4
1895,30
1896,2
1897,8
1898,31
1899,11
1900,36
1901,112
1902,12
1903,28
1904,8
1905,34
1906,3
1907,2
1908,57
1909,13
1910,64
1911,78
1912,86
1913,29
1914,5
1915,1
1916,17
1917,38
1918,95
1919,3
1920,0
1921,0
1922,12
1923,39
1924,34
1925,31
1926,43
1927,60
1928,14
1929,66
1930,16
1931,1
1932,6
1933,27
1934,79
1935,10
1936,133
1937,109
1938,34
1939,4
1940,3
1941,14
1942,8
1943,51
1944,4
1945,75
1946,81
1947,7
1948,31
1949,79
1950,48
1951,61
1952,8
1953,5
1954,76
1955,77
1956,3
1957,105
1958,73
1959,30
1960,5
1961,82
1962,0
1963,21
1964,95
1965,68
1966,5
1967,27
1968,5
1969,5
1970,36
1971,1
1972,3
1973,103
1974,13
1975,2
1976,78
1977,108
1978,8
1979,2
1980,8
1981,30
1982,33
1983,1
1984,31
1985,33
1986,31
1987,4
1988,27
1989,10
1990,8
1991,42
1992,9
1993,18
1994,2
1995,23
1996,86
1997,17
1998,6
1999,2
2000,63
2001,15
2002,5
2003,76
2004,6
2005,27
2006,86
2007,3
2008,10
2009,3
2010,1
2011,25
2012,84
2013,25
2014,28
2015,112
2016,54
2017,39
2018,0
2019,57
2020,0
2021,46
2022,5
2023,46
2024,23
2025,44
2026,14
2027,5
2028,63
2029,56
2030,6
2031,3
2032,8
2033,66
2034,76
2035,64
2036,81
2037,38
2038,30
2039,70
2040,1
2041,3
2042,14
2043,25
2044,75
2045,3
2046,12
2047,11
2048,6
2049,0
2050,33
2051,7
2052,8
2053,3
2054,6
2055,84
2056,8
2057,0
2058,4
2059,112
2060,67
2061,1
2062,8
2063,5
2064,17
2065,4
2066,62
2067,2
2068,52
2069,3
2070,6
2071,1
2072,31
2073,2
2074,6
2075,8
2076,3
2077,18
2078,11
2079,18
2080,10
2081,4
2082,6
2083,1
2084,6
2085,78
2086,70
2087,33
2088,20
2089,10
2090,106
2091,9
2092,33
2093,10
2094,5
2095,21
2096,5
2097,55
2098,7
2099,81
2100,11
2101,16
2102,21
2103,4
2104,3
2105,9
2106,23
2107,74
2108,76
2109,32
2110,75
2111,37
2112,46
2113,75
2114,59
2115,57
2116,10
2117,2
2118,47
2119,9
2120,3
2121,130
2122,49
2123,29
2124,16
2125,106
2126,28
2127,70
2128,11
2129,1
2130,3
2131,2
2132,11
2133,39
2134,5
2135,7
2136,21
2137,9
2138,25
2139,31
2140,5
2141,0
2142,14
2143,2
2144,3
2145,15
2146,6
2147,35
2148,89
2149,34
2150,9
2151,6
2152,14
2153,1
2154,90
2155,77
2156,71
2157,6
2158,16
2159,93
2160,86
2161,45
2162,0
2163,0
2164,37
2165,14
2166,21
2167,57
2168,15
2169,8
2170,3
2171,24
2172,14
2173,1
2174,16
2175,11
2176,22
2177,64
2178,25
2179,32
2180,31
2181,11
2182,2
2183,129
2184,24
2185,37
2186,1
2187,35
2188,66
2189,5
2190,47
2191,72
2192,21
2193,47
2194,3
2195,8
2196,30
2197,132
2198,90
2199,28
2200,32
2201,2
2202,69
2203,51
2204,2
2205,75
2206,91
2207,34
2208,11
2209,53
2210,91
2211,1
2212,26
2213,59
2214,35
2215,91
2216,3
2217,1
2218,18
2219,7
2220,34
2221,4
2222,69
2223,1
2224,5
2225,59
2226,72
2227,8
2228,2
2229,5
2230,68
2231,53
2232,8
2233,104
2234,38
2235,25
2236,77
2237,23
2238,70
2239,4
2240,1
2241,106
2242,51
2243,35
2244,83
2245,5
2246,1
2247,8
2248,5
2249,2
2250,0
2251,1
2252,83
2253,0
2254,3
2255,18
2256,72
2257,106
2258,34
2259,52
2260,36
2261,18
2262,22
2263,82
2264,32
2265,4
2266,18
2267,23
2268,92
2269,1
2270,7
2271,41
2272,0
2273,1
2274,14
2275,11
2276,12
2277,7
2278,5
2279,22
2280,43
2281,11
2282,31
2283,6
2284,80
2285,5
2286,125
2287,70
2288,10
2289,37
2290,5
2291,62
2292,5
2293,28
2294,78
2295,86
2296,4
2297,6
2298,92
2299,87
2300,84
2301,2
2302,6
2303,20
2304,3
2305,17
2306,77
2307,78
2308,9
2309,66
2310,5
2311,1
2312,5
2313,3
2314,63
2315,4
2316,27
2317,26
2318,14
2319,19
2320,2
2321,89
2322,4
2323,12
2324,79
2325,30
2326,67
2327,40
2328,76
2329,30
2330,70
2331,33
2332,122
2333,69
2334,51
2335,2
2336,119
2337,96
2338,31
2339,6
2340,25
2341,85
2342,31
2343,5
2344,47
2345,3
2346,25
2347,87
2348,32
2349,69
2350,1
2351,30
2352,35
2353,2
2354,3
2355,60
2356,1
2357,76
2358,90
2359,83
2360,4
2361,4
2362,29
2363,25
2364,17
2365,3
2366,38
2367,3
2368,49
2369,27
2370,65
2371,24
2372,91
2373,79
2374,67
2375,81
2376,23
2377,11
2378,4
2379,78
2380,80
2381,3
2382,21
2383,55
2384,2
2385,78
2386,7
2387,12
2388,1
2389,2
2390,16
2391,6
2392,2
2393,49
2394,64
2395,125
2396,11
2397,91
2398,56
2399,87
2400,75
2401,48
2402,0
2403,27
2404,0
2405,83
2406,3
2407,5
2408,7
2409,14
2410,9
2411,16
2412,17
2413,9
2414,42
2415,6
2416,28
2417,6
2418,3
2419,79
2420,47
2421,16
2422,10
2423,5
2424,2
2425,22
2426,3
2427,8
2428,31
2429,13
2430,5
2431,1
2432,8
2433,45
2434,40
2435,41
2436,19
2437,23
2438,88
2439,75
2440,93
2441,12
2442,2
2443,122
2444,3
2445,64
2446,38
2447,0
2448,5
2449,47
2450,25
2451,92
2452,82
2453,36
2454,79
2455,4
2456,0
2457,56
2458,45
2459,42
2460,75
2461,39
2462,56
2463,15
2464,58
2465,4
2466,12
2467,3
2468,26
2469,25
2470,114
2471,46
2472,24
2473,3
2474,64
2475,22
2476,76
2477,78
2478,9
2479,18
2480,27
2481,85
2482,39
2483,7
2484,14
2485,26
2486,31
2487,37
2488,7
2489,39
2490,5
2491,91
2492,16
2493,17
2494,58
2495,19
2496,5
2497,20
2498,70
2499,1
